URL,Content
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/faq/alkoholpolitik/tips-pa-inlasning/,"Servering Mat och utrustning Tillsyn Alkoholpolitik Alkoholpolitik Läs mer Du som provskrivare ska veta och känna till Lyssna 1 kap. AL om definitioner. 3 kap. AL om allmänna bestämmelser gällande försäljning av alkoholdrycker och alkoholdrycksliknande preparat. 7 kap. 1-2 §§ AL om marknadsföring av alkoholdrycker och alkoholdrycksliknande preparat. Alkohollag (2010:1622) (Riksdagen.se) Uppdaterad 29 mars 2022 09:22 Dela länk till frågan Tips på inläsning Lyssna Förslag till alkohollag, Proposition 1994/95:89 (Riksdagen.se) Avsnitt 5.1-5.2 Grunddragen i den svenska alkoholpolitiken (s. 39-40), Monopolen inom alkoholpolitiken (s. 41) och avsnitt 5.4 Marknadsföring av alkoholdrycker (s. 43). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 4.1-4.4 Den svenska alkoholpolitiken, Alkoholkonsumtionen i Sverige, Var kommer alkoholen ifrån? och Detaljhandelsmonopolet (s. 56-59). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Kapitel 10 Marknadsföring (s. 89-91) och författningskommentar till 7 kap. Marknadsföring av alkoholdrycker (s. 165). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 6.2 Alkoholdrycker samt författningskommentarer till 1 kap. 3 §, 5–10 §§ (s. 154-156). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Författningskommentar till 3 kap. Allmänna bestämmelser om försäljning (s. 157-158). Proposition 2010/11:47, En samlad strategi för alkohol-, narkotika-, dopnings- och tobakspolitiken (Riksdagen.se) [Länk borttagen 2023-03-14] Avsnitt 3.1-9.4 i de delar som rör alkohol (s. 10-46). Reglering av alkoglass m.fl. produkter, Proposition 2018/19:59 (Riksdagen.se) Kapitel 4 Alkoholpolitiska utgångspunkter (s. 52-56) och kapitel 10 Marknadsföringsfrågor (s. 85-92). KOVFS 2016:1 Konsumentverkets allmänna råd om marknadsföring av alkoholdryck till konsumenter (Konsumentverket.se) Uppdaterad 29 mars 2022 09:28 Dela länk till frågan Uppdaterad: 14 februari 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/faq/tillsyn/tips-pa-inlasning/,"Servering Mat och utrustning Tillsyn Alkoholpolitik Tillsyn Läs mer Du som provskrivare ska veta och känna till Lyssna 9 kap. 1–4 §§ AL om tillsynsmyndigheter. 9 kap. 7 § AL om tillståndsbevis. 9 kap. 11 § AL om tillståndshavares anmälningsskyldighet vid förändringar m.m. 9 kap. 12 § AL om tillståndshavare avlider, fått förvaltare samt försatts i konkurs. 9 kap. 13 § AL om tillståndshavarens skyldighet att lämna tillträde till lokaler och tillhandahålla handlingar vid tillsyn m.m. 9 kap. 14 § AL om bokföring och statistiska uppgifter. 9 kap. 17–18 §§ AL om kommunala sanktioner. Alkohollag (2010:1622) (Riksdagen.se) Uppdaterad 29 mars 2022 09:33 Dela länk till frågan Tips på inläsning Lyssna En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 4.6.1. Effektiv kontroll (s. 61). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 11.9 Återkallelse och andra sanktioner (s. 116-118). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Författningskommentar till 9 kap. AL (s. 171-174). Konsoliderad version av FoHMFS 2014:5 Folkhälsomyndighetens föreskrifter om uppgifter för statistik avseende servering av alkoholdrycker och alkoholdryckslikande preparat Konsoliderad version av FoHMFS 2014:6 Folkhälsomyndighetens föreskrifter och allmänna råd om tillståndsbevis Allmänna råd om anmälan av förändringar i en serveringsverksamhet (HSLF-FS 2020:76) Uppdaterad 29 mars 2022 09:41 Dela länk till frågan Uppdaterad: 14 februari 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/faq/mat-och-utrustning/tips-pa-inlasning/,"Servering Mat och utrustning Tillsyn Alkoholpolitik Mat och utrustning Läs mer Du som provskrivare ska veta och känna till Lyssna 8 kap. 14 § AL om serveringsutrymme för en tillståndshavare eller gemensamt för flera. 8 kap. 15 § AL om krav på serveringslokaler, köksutrustning och mat samt undantag från krav på matservering. 8 kap. 16 § AL om krav på brandsäkerhet gällande serveringslokaler. 8 kap. 17 § AL om vägran av serveringstillstånd. Alkohollag (2010:1622) (Riksdagen.se) Uppdaterad 29 mars 2022 09:56 Dela länk till frågan Tips på inläsning Lyssna Förslag till alkohollag, Proposition 1994/95:89 (Riksdagen.se) Lokalprövning s. 64-65 och författningskommentar till 7 kap. 8 § (s. 104-105). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 11.1 Handläggningen av serveringstillstånd (s. 92-99). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 11.2 Cateringverksamhet (s. 99-101) och författningskommentar till 8 kap. 4 § (s. 166). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 11.3 Gemensamt serveringsutrymme (s. 101-103) och författningskommentar till 8 kap. 14 § (s. 169). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 11.4 Köksutrustning, matutbud och lokal (s. 103-106) och författningskommentar till 8 kap. 15-17 §§ (s. 169–170). Föreskrifter och allmänna råd (FoHMFS 2014:8) om anmälan av lokal för cateringverksamhet, kryddning av spritdryck för servering som snaps och provsmakning Uppdaterad 29 mars 2022 10:00 Dela länk till frågan Uppdaterad: 29 mars 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/faq/servering/tips-pa-inlasning/,"Servering Mat och utrustning Tillsyn Alkoholpolitik Servering Läs mer Du som provskrivare ska veta och känna till Lyssna 8 kap. 1 § AL om serveringstillstånd och tillståndsmyndighet. 8 kap. 2 § AL om olika typer av serveringstillstånd. 8 kap. 3 § AL om kryddning av spritdrycker. 8 kap. 4 § AL om stadigvarande tillstånd för cateringverksamhet för slutna sällskap. 8 kap. 5 § AL om rumsservering, minibar. 8 kap. 6 § AL om provsmakning av spritdryck, vin, starköl, andra jästa alkoholdrycker och alkoholdrycksliknande preparat vid arrangemang riktade till allmänheten. 8 kap. 7 § AL om provsmakning av egenproducerade alkoholdrycker och alkoholdrycksliknande preparat vid tillverkningsstället. 8 kap. 8 § AL om servering av folköl. 8 kap. 9 § AL om kommunens informationsskyldighet. 8 kap. 10 § AL om ansökningsförfarande och avgift för prövning. 8 kap. 11 § AL om yttrande från Polismyndigheten. 8 kap. 12 § AL om lämplighetskrav för tillståndshavare. 8 kap. 13 § AL om inköp av spritdrycker, vin, starköl, andra jästa alkoholdrycker och skattepliktiga alkoholdrycksliknande preparat till den egna serveringsrörelsen. 8 kap. 18 § AL om tillståndshavarens tillsyn över serveringen, serveringsansvariga och anställd personal. 8 kap. 19 § AL om serveringstid och utrymningstid. 8 kap. 20 § AL om måttfull servering, ordning och nykterhet. 8 kap. 21 § AL om prissättning av alkoholdrycker och alkoholdrycksliknande preparat samt animeringsförbud. 8 kap. 22 § AL om krav på tillgång till lättdrycker. 8 kap. 23 § AL om förbud att ta med spritdrycker, vin, starköl eller andra jästa alkoholdrycker eller alkoholdrycksliknande preparat från serveringsställe. 8 kap. 24 § AL om förtärings- och förvaringsförbud. Alkohollag (2010:1622) (Riksdagen.se) Uppdaterad 29 mars 2022 11:10 Dela länk till frågan Tips på inläsning Lyssna En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 8 Ungdomar och alkohol (s. 79-83). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 11 Servering (s. 92-118) och författningskommentar till 8 kap. 1-25 §§ (s. 165-171). Folkhälsomyndighetens föreskrifter och allmänna råd (FoHMFS 2014:8) om anmälan av lokal för cateringverksamhet, kryddning av spritdryck för servering som snaps och provsmakning Föreskrifter (FoHMFS 2014:7) om kunskapsprov (grundförfattning inkl. ändringsförfattning) Folkhälsomyndighetens allmänna råd (HSLF-FS 2020:79) om servering av mat, lättdryck och folköl efter serveringstidens utgång Uppdaterad 29 mars 2022 11:14 Dela länk till frågan Uppdaterad: 14 februari 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/faq/alkoholpolitik/exempel-pa-avsnitt-for-inlasning/,"Servering Mat och utrustning Tillsyn Alkoholpolitik Alkoholpolitik Läs mer Du som provskrivare ska veta och känna till Lyssna 1 kap. AL om definitioner. 3 kap. AL om allmänna bestämmelser gällande försäljning av alkoholdrycker och alkoholdrycksliknande preparat. 7 kap. 1-2 §§ AL om marknadsföring av alkoholdrycker och alkoholdrycksliknande preparat. Alkohollag (2010:1622) (Riksdagen.se) Uppdaterad 29 mars 2022 09:22 Dela länk till frågan Tips på inläsning Lyssna Förslag till alkohollag, Proposition 1994/95:89 (Riksdagen.se) Avsnitt 5.1-5.2 Grunddragen i den svenska alkoholpolitiken (s. 39-40), Monopolen inom alkoholpolitiken (s. 41) och avsnitt 5.4 Marknadsföring av alkoholdrycker (s. 43). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 4.1-4.4 Den svenska alkoholpolitiken, Alkoholkonsumtionen i Sverige, Var kommer alkoholen ifrån? och Detaljhandelsmonopolet (s. 56-59). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Kapitel 10 Marknadsföring (s. 89-91) och författningskommentar till 7 kap. Marknadsföring av alkoholdrycker (s. 165). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Avsnitt 6.2 Alkoholdrycker samt författningskommentarer till 1 kap. 3 §, 5–10 §§ (s. 154-156). En ny alkohollag, Proposition 2009/10:125 (Riksdagen.se) Författningskommentar till 3 kap. Allmänna bestämmelser om försäljning (s. 157-158). Proposition 2010/11:47, En samlad strategi för alkohol-, narkotika-, dopnings- och tobakspolitiken (Riksdagen.se) [Länk borttagen 2023-03-14] Avsnitt 3.1-9.4 i de delar som rör alkohol (s. 10-46). Reglering av alkoglass m.fl. produkter, Proposition 2018/19:59 (Riksdagen.se) Kapitel 4 Alkoholpolitiska utgångspunkter (s. 52-56) och kapitel 10 Marknadsföringsfrågor (s. 85-92). KOVFS 2016:1 Konsumentverkets allmänna råd om marknadsföring av alkoholdryck till konsumenter (Konsumentverket.se) Uppdaterad 29 mars 2022 09:28 Dela länk till frågan Uppdaterad: 14 februari 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/allman-information-om-provet/hinder/kan-jag-hindras-fran-att-gora-provet/,"Genomförande Resultat Person med betydande inflytande Typer av prov Undantag Hinder Hinder Frågor och svar Kan jag hindras från att göra provet? Lyssna Du kan bli hindrad från att göra kunskapsprovet exempelvis om du använder otillåtna hjälpmedel under provet eller om du använder våld eller hot om våld mot provförrättaren eller någon annan person. Kommunen kan även hindra dig från att genomföra provet om du på något annat sätt uppträder störande. Om provet är påbörjat men inte har kunnat genomföras av någon av de nämnda anledningarna är det enskilda provtillfället förbrukat. Finns det hinder för att genomföra provet bör du få ett skriftligt besked om att provet av denna anledning inte kommer att anordnas. Du kan överklaga det beslutet. Om provet ställs in har du möjlighet att göra det vid ett senare tillfälle. Vissa kommuner har riktlinjer där det framgår i vilka situationer och på vilket sätt kommunen anser att en provskrivare uppträder störande, och därför kommer att hindra personen från att genomföra provet. Uppdaterad 14 februari 2022 11:37 Dela länk till frågan Uppdaterad: 14 februari 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/allman-information-om-provet/undantag/behover-jag-gora-kunskapsprovet-om-jag-ansoker-om-tillfalligt-serveringstillstand/,"Genomförande Resultat Person med betydande inflytande Typer av prov Undantag Hinder Undantag Frågor och svar När behöver jag inte göra om kunskapsprovet? Lyssna Har du tidigare genomfört ett godkänt prov och har tillstånd som minst motsvarar den aktuella ansökan behöver du inte göra om kunskapsprovet. Detsamma gäller om du inte har serveringstillstånd men tidigare har genomfört ett godkänt prov som minst motsvarar den aktuella ansökan. Provet ska vara genomfört högst fem år före den aktuella ansökan. Har du inte genomfört något prov finns det ytterligare fyra undantagsfall när du inte behöver skriva kunskapsprovet: Du har ett serveringstillstånd i samma kommun som minst motsvarar den aktuella ansökan och har kunskaper som det inte finns några skäl att ifrågasätta. Du har ett serveringstillstånd i en annan kommun som minst motsvarar den aktuella ansökan samt har flera års erfarenhet utan anmärkningar. Du har ett betydande inflytande i en juridisk person (företag, förening) som i samma kommun har ett serveringstillstånd som minst motsvarar den aktuella ansökan. Du ska vara aktiv i serveringsverksamheten och ha kunskaper som det inte finns några skäl att ifrågasätta. Du har ett betydande inflytande i en juridisk person (företag, förening) som i en annan kommun har serveringstillstånd som minst motsvarar den aktuella ansökan. Du ska vara aktiv i serveringsverksamheten samt ha flera års erfarenhet utan anmärkningar. Det är alltid alkoholhandläggaren på kommunen som vid prövningen av din ansökan avgör om det finns omständigheter som gör att det går att tillämpa undantag så att du inte behöver skriva provet. Alkoholhandläggaren på kommunen får bedöma ""flera års erfarenhet"" utifrån de handlingar som finns i ärendet. Detsamma gäller för formuleringen ""utan anmärkningar"". Formuleringen ""flera års erfarenhet"" bör omfatta den tillståndshavare som varit verksam så länge att det finns anledning att förmoda att personen har de kunskaper som krävs. Den här texten bygger på följande bestämmelse: 10 § Folkhälsomyndighetens föreskrifter och allmänna råd (FoHMFS 2014:7) om kunskapsprov för serverings- och provsmakningstillstånd Uppdaterad 29 mars 2022 11:20 Dela länk till frågan Behöver jag göra kunskapsprovet om jag ansöker om tillfälligt serveringstillstånd? Lyssna Om du ansöker om tillfälligt serveringstillstånd för en typ av arrangemang som genomförs regelbundet eller återkommande, behöver du göra kunskapsprovet. Om du ansöker om tillfälligt serveringstillstånd till slutet sällskap för ett enstaka tillfälle, kan det vara möjligt med undantag från att göra provet. Ett enstaka tillfälle kan till exempel vara en bröllopsfest, en jubileumsfest eller en större tillställning med kommersiella intressen som är arrangerad av en näringsidkare eller en förening. Det är alkoholhandläggaren på kommunen som avgör om det är möjligt med ett undantag eller inte. Den här texten bygger på följande bestämmelse: 10 § Folkhälsomyndighetens föreskrifter och allmänna råd (FoHMFS 2014:7) om kunskapsprov för serverings- och provsmakningstillstånd Uppdaterad 18 februari 2022 15:06 Dela länk till frågan Uppdaterad: 29 mars 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/allman-information-om-provet/undantag/behover-jag-gora-provet-igen-om-jag-redan-har-gjort-det-eller-om-jag-har-ett-tillstand/,"Genomförande Resultat Person med betydande inflytande Typer av prov Undantag Hinder Undantag Frågor och svar När behöver jag inte göra om kunskapsprovet? Lyssna Har du tidigare genomfört ett godkänt prov och har tillstånd som minst motsvarar den aktuella ansökan behöver du inte göra om kunskapsprovet. Detsamma gäller om du inte har serveringstillstånd men tidigare har genomfört ett godkänt prov som minst motsvarar den aktuella ansökan. Provet ska vara genomfört högst fem år före den aktuella ansökan. Har du inte genomfört något prov finns det ytterligare fyra undantagsfall när du inte behöver skriva kunskapsprovet: Du har ett serveringstillstånd i samma kommun som minst motsvarar den aktuella ansökan och har kunskaper som det inte finns några skäl att ifrågasätta. Du har ett serveringstillstånd i en annan kommun som minst motsvarar den aktuella ansökan samt har flera års erfarenhet utan anmärkningar. Du har ett betydande inflytande i en juridisk person (företag, förening) som i samma kommun har ett serveringstillstånd som minst motsvarar den aktuella ansökan. Du ska vara aktiv i serveringsverksamheten och ha kunskaper som det inte finns några skäl att ifrågasätta. Du har ett betydande inflytande i en juridisk person (företag, förening) som i en annan kommun har serveringstillstånd som minst motsvarar den aktuella ansökan. Du ska vara aktiv i serveringsverksamheten samt ha flera års erfarenhet utan anmärkningar. Det är alltid alkoholhandläggaren på kommunen som vid prövningen av din ansökan avgör om det finns omständigheter som gör att det går att tillämpa undantag så att du inte behöver skriva provet. Alkoholhandläggaren på kommunen får bedöma ""flera års erfarenhet"" utifrån de handlingar som finns i ärendet. Detsamma gäller för formuleringen ""utan anmärkningar"". Formuleringen ""flera års erfarenhet"" bör omfatta den tillståndshavare som varit verksam så länge att det finns anledning att förmoda att personen har de kunskaper som krävs. Den här texten bygger på följande bestämmelse: 10 § Folkhälsomyndighetens föreskrifter och allmänna råd (FoHMFS 2014:7) om kunskapsprov för serverings- och provsmakningstillstånd Uppdaterad 29 mars 2022 11:20 Dela länk till frågan Behöver jag göra kunskapsprovet om jag ansöker om tillfälligt serveringstillstånd? Lyssna Om du ansöker om tillfälligt serveringstillstånd för en typ av arrangemang som genomförs regelbundet eller återkommande, behöver du göra kunskapsprovet. Om du ansöker om tillfälligt serveringstillstånd till slutet sällskap för ett enstaka tillfälle, kan det vara möjligt med undantag från att göra provet. Ett enstaka tillfälle kan till exempel vara en bröllopsfest, en jubileumsfest eller en större tillställning med kommersiella intressen som är arrangerad av en näringsidkare eller en förening. Det är alkoholhandläggaren på kommunen som avgör om det är möjligt med ett undantag eller inte. Den här texten bygger på följande bestämmelse: 10 § Folkhälsomyndighetens föreskrifter och allmänna råd (FoHMFS 2014:7) om kunskapsprov för serverings- och provsmakningstillstånd Uppdaterad 18 februari 2022 15:06 Dela länk till frågan Uppdaterad: 29 mars 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/allman-information-om-provet/typer-av-prov/hur-manga-fragor-innehaller-provet/,"Genomförande Resultat Person med betydande inflytande Typer av prov Undantag Hinder Typer av prov Frågor och svar Vilka olika typer av prov finns det? Lyssna Det finns sju olika kunskapsprov beroende på vilken typ av serveringstillstånd som din ansökan gäller. Kommunen ska ta ställning till vilket av proven som är aktuellt för dig att skriva utifrån din ansökan. De sju kunskapsprov som finns är: Tillstånd för stadigvarande servering till allmänheten Tillstånd för stadigvarande cateringverksamhet för slutna sällskap Tillstånd för stadigvarande servering till slutna sällskap Tillstånd för tillfällig servering till allmänheten Tillstånd för tillfällig servering till slutna sällskap Tillstånd för pausservering Tillstånd för provsmakning av alkoholdrycker Frågorna i provet är fördelade på fyra områden: alkoholpolitik bestämmelser om servering bestämmelser om tillsyn bestämmelser om mat och utrustning Uppdaterad 29 mars 2022 11:00 Dela länk till frågan Hur många frågor innehåller provet? Lyssna Antalet frågor i provet varierar mellan 28 och 60 och beror på vilken typ av tillstånd som ansökan gäller. Tabellerna nedan visar typ av tillstånd, frågeområden och antal frågor inom de olika områdena. Tabell 1 visar kunskapsprov stadigvarande tillstånd. Frågeområde Stadigvarande serveringstillstånd till allmänheten Stadigvarande serveringstillstånd i slutet sällskap vid cateringverksamhet Stadigvarande serverings­tillstånd i slutet sällskap utan catering Alkoholpolitik 8 8 4 Tillsyn 8 8 8 Mat och utrustning 12 12 8 Servering 32 32 24 Summa 60 60 44 Tabell 2 visar övriga kunskapsprov. Fråge­område Tillfälligt serverings-tillstånd till allmän­heten Tillfälligt serverings-tillstånd i slutet sällskap Tillstånd för paus-servering Tillstånd för provsmakning Alkoholpolitik 4 4 4 4 Tillsyn 8 4 8 8 Mat och utrustning 8 4 0 0 Servering 24 16 16 16 Summa 44 28 28 28 Uppdaterad 29 mars 2022 12:51 Dela länk till frågan Uppdaterad: 29 mars 2022 Skriv ut"
https://www.folkhalsomyndigheten.se/kunskapsprov-om-alkohollagstiftning/allman-information-om-provet/typer-av-prov/vilka-olika-typer-av-prov-finns-det/,"Genomförande Resultat Person med betydande inflytande Typer av prov Undantag Hinder Typer av prov Frågor och svar Vilka olika typer av prov finns det? Lyssna Det finns sju olika kunskapsprov beroende på vilken typ av serveringstillstånd som din ansökan gäller. Kommunen ska ta ställning till vilket av proven som är aktuellt för dig att skriva utifrån din ansökan. De sju kunskapsprov som finns är: Tillstånd för stadigvarande servering till allmänheten Tillstånd för stadigvarande cateringverksamhet för slutna sällskap Tillstånd för stadigvarande servering till slutna sällskap Tillstånd för tillfällig servering till allmänheten Tillstånd för tillfällig servering till slutna sällskap Tillstånd för pausservering Tillstånd för provsmakning av alkoholdrycker Frågorna i provet är fördelade på fyra områden: alkoholpolitik bestämmelser om servering bestämmelser om tillsyn bestämmelser om mat och utrustning Uppdaterad 29 mars 2022 11:00 Dela länk till frågan Hur många frågor innehåller provet? Lyssna Antalet frågor i provet varierar mellan 28 och 60 och beror på vilken typ av tillstånd som ansökan gäller. Tabellerna nedan visar typ av tillstånd, frågeområden och antal frågor inom de olika områdena. Tabell 1 visar kunskapsprov stadigvarande tillstånd. Frågeområde Stadigvarande serveringstillstånd till allmänheten Stadigvarande serveringstillstånd i slutet sällskap vid cateringverksamhet Stadigvarande serverings­tillstånd i slutet sällskap utan catering Alkoholpolitik 8 8 4 Tillsyn 8 8 8 Mat och utrustning 12 12 8 Servering 32 32 24 Summa 60 60 44 Tabell 2 visar övriga kunskapsprov. Fråge­område Tillfälligt serverings-tillstånd till allmän­heten Tillfälligt serverings-tillstånd i slutet sällskap Tillstånd för paus-servering Tillstånd för provsmakning Alkoholpolitik 4 4 4 4 Tillsyn 8 4 8 8 Mat och utrustning 8 4 0 0 Servering 24 16 16 16 Summa 44 28 28 28 Uppdaterad 29 mars 2022 12:51 Dela länk till frågan Uppdaterad: 29 mars 2022 Skriv ut"
